Id,Label,0,Degree,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
Eric Laneuville,Eric Laneuville,director,5,0,20,0.138905,0.150666,0.00007
Akosua Busia,Akosua Busia,cast,2,0,21,0.121965,0.129681,0
In Defense of a Married Man,In Defense of a Married Man,movie,9,0,19,0.122035,0.131233,0.000135
Joel Oliansky,Joel Oliansky,director,9,0,19,0.122035,0.131233,0.000135
Judith Light,Judith Light,cast,7,0,20,0.127968,0.138147,0.000109
Michael Ontkean,Michael Ontkean,cast,2,0,20,0.108763,0.115068,0
Jerry Orbach,Jerry Orbach,cast,2,0,20,0.108763,0.115068,0
Pat Corley,Pat Corley,cast,2,0,20,0.108763,0.115068,0
John Colicos,John Colicos,cast,2,0,20,0.108763,0.115068,0
Cynthia Sikes,Cynthia Sikes,cast,2,0,20,0.108763,0.115068,0
Johnny Galecki,Johnny Galecki,cast,4,0,20,0.125403,0.134913,0.000056
Quiet Victory: The Charlie Wedemeyer Story,Quiet Victory: The Charlie Wedemeyer Story,movie,7,0,20,0.13913,0.149925,0.000119
Roy Campanella II,Roy Campanella II,director,7,0,20,0.13913,0.149925,0.000119
Pam Dawber,Pam Dawber,cast,2,0,21,0.122138,0.129256,0
Michael Nouri,Michael Nouri,cast,2,0,21,0.122138,0.129256,0
Bess Meyer,Bess Meyer,cast,2,0,21,0.122138,0.129256,0
James Handy,James Handy,cast,2,0,21,0.122138,0.129256,0
Strange Voices,Strange Voices,movie,6,0,21,0.112502,0.118588,0.000102
Arthur Allan Seidelman,Arthur Allan Seidelman,director,6,0,21,0.112502,0.118588,0.000102
Nancy McKeon,Nancy McKeon,cast,2,0,22,0.101126,0.105476,0
Stephen Macht,Stephen Macht,cast,2,0,22,0.101126,0.105476,0
Tricia Leigh Fisher,Tricia Leigh Fisher,cast,2,0,22,0.101126,0.105476,0
Millie Perkins,Millie Perkins,cast,2,0,22,0.101126,0.105476,0
The Ryan White Story,The Ryan White Story,movie,9,0,20,0.139084,0.151255,0.000114
John Herzfeld,John Herzfeld,director,9,0,20,0.139084,0.151255,0.000114
Michael Bowen,Michael Bowen,cast,4,0,19,0.152575,0.167519,0.000119
Nikki Cox,Nikki Cox,cast,2,0,21,0.122102,0.130064,0
George Dzundza,George Dzundza,cast,4,0,20,0.131919,0.14257,0.000013
Valerie Landsburg,Valerie Landsburg,cast,2,0,21,0.122102,0.130064,0
Mitchell Ryan,Mitchell Ryan,cast,2,0,21,0.122102,0.130064,0
Too Young the Hero,Too Young the Hero,movie,8,0,21,0.118603,0.125925,0.000153
Buzz Kulik,Buzz Kulik,director,8,0,21,0.118603,0.125925,0.000153
Ricky Schroder,Ricky Schroder,cast,2,0,22,0.106029,0.11114,0
Jon DeVries,Jon DeVries,cast,2,0,22,0.106029,0.11114,0
Debra Mooney,Debra Mooney,cast,2,0,22,0.106029,0.11114,0
Christopher Curry,Christopher Curry,cast,2,0,22,0.106029,0.11114,0
Rick Warner,Rick Warner,cast,2,0,22,0.106029,0.11114,0
Tom Wood,Tom Wood,cast,2,0,22,0.106029,0.11114,0
Triumph of the Heart,Triumph of the Heart,movie,9,0,20,0.135724,0.146105,0.00016
Richard Michaels,Richard Michaels,director,9,0,20,0.135724,0.146105,0.00016
Susan Ruttan,Susan Ruttan,cast,2,0,21,0.119505,0.126375,0
Lane R. Davis,Lane R. Davis,cast,2,0,21,0.119505,0.126375,0
Adam Faraizl,Adam Faraizl,cast,2,0,21,0.119505,0.126375,0
Polly Holliday,Polly Holliday,cast,2,0,21,0.119505,0.126375,0
Jay Pennison,Jay Pennison,cast,2,0,21,0.119505,0.126375,0
John Schuhmacher,John Schuhmacher,cast,2,0,21,0.119505,0.126375,0
Unspeakable Acts,Unspeakable Acts,movie,4,0,21,0.123681,0.131777,0.000051
Linda Otto,Linda Otto,director,4,0,21,0.123681,0.131777,0.000051
Brad Davis,Brad Davis,cast,2,0,22,0.110069,0.115676,0
Sam Behrens,Sam Behrens,cast,2,0,22,0.110069,0.115676,0
Victim of Beauty,Victim of Beauty,movie,9,0,20,0.133032,0.143438,0.000153
Roger Young,Roger Young,director,9,0,20,0.133032,0.143438,0.000153
Jeri Ryan,Jeri Ryan,cast,2,0,21,0.117413,0.124349,0
Michele Abrams,Michele Abrams,cast,2,0,21,0.117413,0.124349,0
Linda Pierce,Linda Pierce,cast,2,0,21,0.117413,0.124349,0
J. Don Ferguson,J. Don Ferguson,cast,2,0,21,0.117413,0.124349,0
Butch Slade,Butch Slade,cast,2,0,21,0.117413,0.124349,0
Joyce Bowden-Kirby,Joyce Bowden-Kirby,cast,2,0,21,0.117413,0.124349,0
Joseph: King of Dreams,Joseph: King of Dreams,movie,17,0,19,0.141846,0.15618,0.000212
Rob LaDuca,Rob LaDuca,director,16,0,19,0.141845,0.156164,0.000212
Robert C. Ramirez,Robert C. Ramirez,director,16,0,19,0.141845,0.156164,0.000212
Richard Herd,Richard Herd,cast,3,0,20,0.124226,0.133418,0
Maureen McGovern,Maureen McGovern,cast,3,0,20,0.124226,0.133418,0
Jodi Benson,Jodi Benson,cast,9,0,20,0.138429,0.150794,0.000068
James Eckhouse,James Eckhouse,cast,3,0,20,0.124226,0.133418,0
Richard McGonagle,Richard McGonagle,cast,7,0,20,0.144375,0.157941,0.000122
David Campbell,David Campbell,cast,3,0,20,0.124226,0.133418,0
Rene Auberjonois,Rene Auberjonois,cast,5,0,20,0.130294,0.140974,0.000018
Ken Hudson Campbell,Ken Hudson Campbell,cast,3,0,20,0.124226,0.133418,0
Tom Virtue,Tom Virtue,cast,3,0,20,0.124226,0.133418,0
Even the Rain,Even the Rain,movie,13,0,21,0.133096,0.14443,0.001142
Icíar Bollaín,Icíar Bollaín,director,13,0,21,0.133096,0.14443,0.001142
Milena Soliz,Milena Soliz,cast,2,0,22,0.117463,0.124862,0
Leónidas Chiri,Leónidas Chiri,cast,2,0,22,0.117463,0.124862,0
Pau Cólera,Pau Cólera,cast,2,0,22,0.117463,0.124862,0
Splatter,Splatter,movie,7,0,19,0.141093,0.152196,0.000026
Joe Dante,Joe Dante,director,17,0,19,0.153115,0.168365,0.000527
Corey Feldman,Corey Feldman,cast,2,0,20,0.132785,0.142287,0
Tara Leigh,Tara Leigh,cast,2,0,20,0.132785,0.142287,0
Erin Way,Erin Way,cast,2,0,20,0.132785,0.142287,0
Mark Alan,Mark Alan,cast,2,0,20,0.132785,0.142287,0
Stuart Pankin,Stuart Pankin,cast,2,0,20,0.132785,0.142287,0
Just Another Love Story,Just Another Love Story,movie,13,0,19,0.130345,0.139053,0.00028
Ole Bornedal,Ole Bornedal,director,13,0,19,0.130345,0.139053,0.00028
Anders W. Berthelsen,Anders W. Berthelsen,cast,2,0,20,0.115315,0.121172,0
Rebecka Hemse,Rebecka Hemse,cast,2,0,20,0.115315,0.121172,0
Charlotte Fich,Charlotte Fich,cast,2,0,20,0.115315,0.121172,0
Dejan Cukic,Dejan Cukic,cast,2,0,20,0.115315,0.121172,0
Karsten Jansfort,Karsten Jansfort,cast,2,0,20,0.115315,0.121172,0
Flemming Enevold,Flemming Enevold,cast,2,0,20,0.115315,0.121172,0
Bent Mejding,Bent Mejding,cast,2,0,20,0.115315,0.121172,0
Ewa Fröling,Ewa Fröling,cast,2,0,20,0.115315,0.121172,0
Josephine Raahauge,Josephine Raahauge,cast,2,0,20,0.115315,0.121172,0
Timm Vladimir,Timm Vladimir,cast,2,0,20,0.115315,0.121172,0
Ditte Hansen,Ditte Hansen,cast,2,0,20,0.115315,0.121172,0
To and From New York,To and From New York,movie,7,0,1,1,1,0
Sorin Dan Mihalcescu,Sorin Dan Mihalcescu,director,7,0,1,1,1,0
Barbara King,Barbara King,cast,2,0,2,0.583333,0.642857,0
Shaana Diya,Shaana Diya,cast,2,0,2,0.583333,0.642857,0
John Krisiukenas,John Krisiukenas,cast,2,0,2,0.583333,0.642857,0
Yoriko Haraguchi,Yoriko Haraguchi,cast,2,0,2,0.583333,0.642857,0
David Crane,David Crane,cast,2,0,2,0.583333,0.642857,0
Chad Thomas,Chad Thomas,cast,2,0,2,0.583333,0.642857,0
9,9,movie,10,0,19,0.155248,0.170715,0.00048
Shane Acker,Shane Acker,director,10,0,19,0.155248,0.170715,0.00048
Christopher Plummer,Christopher Plummer,cast,18,0,18,0.158885,0.17698,0.00149
Martin Landau,Martin Landau,cast,8,0,18,0.151623,0.166668,0.00025
Alan Oppenheimer,Alan Oppenheimer,cast,2,0,20,0.134386,0.143982,0
21,21,movie,13,0,19,0.161172,0.178433,0.000125
Jacob Pitts,Jacob Pitts,cast,2,0,20,0.146337,0.159987,0
Jack McGee,Jack McGee,cast,4,0,20,0.154638,0.170001,0.000187
Sam Golzari,Sam Golzari,cast,2,0,20,0.146337,0.159987,0
Jack Gilpin,Jack Gilpin,cast,2,0,20,0.146337,0.159987,0
187,187,movie,6,0,19,0.146206,0.16055,0.000113
Kevin Reynolds,Kevin Reynolds,director,6,0,19,0.146206,0.16055,0.000113
Kelly Rowan,Kelly Rowan,cast,2,0,20,0.127557,0.136717,0
706,706,movie,10,0,21,0.121604,0.133497,0.00012
Shravan Kumar,Shravan Kumar,director,10,0,21,0.121604,0.133497,0.00012
Anupam Shyam,Anupam Shyam,cast,4,0,22,0.115759,0.12555,0.000005
Raayo S. Bakhirta,Raayo S. Bakhirta,cast,4,0,22,0.109666,0.118794,0.000002
Yashvit Sancheti,Yashvit Sancheti,cast,2,0,22,0.10842,0.11635,0
Greeva Kansara,Greeva Kansara,cast,2,0,22,0.10842,0.11635,0
Archan Trivedi,Archan Trivedi,cast,2,0,22,0.10842,0.11635,0
Rajiv Pathak,Rajiv Pathak,cast,2,0,22,0.10842,0.11635,0
1920,1920,movie,9,0,21,0.126048,0.139555,0.000026
Rajneesh Duggal,Rajneesh Duggal,cast,6,0,22,0.115513,0.126274,0.000025
Anjori Alagh,Anjori Alagh,cast,2,0,22,0.115272,0.12537,0
Shri Vallabh Vyas,Shri Vallabh Vyas,cast,4,0,22,0.125519,0.13814,0.000006
Oct-01,Oct-01,movie,13,0,22,0.108882,0.117041,0.000002
David Bailie,David Bailie,cast,2,0,22,0.108503,0.115857,0
Fabian Adeoye Lojede,Fabian Adeoye Lojede,cast,2,0,22,0.108503,0.115857,0
Nick Rhys,Nick Rhys,cast,2,0,22,0.108503,0.115857,0
Colin David Reese,Colin David Reese,cast,2,0,22,0.108503,0.115857,0
Ibrahim Shatta,Ibrahim Shatta,cast,2,0,22,0.108503,0.115857,0
Lawrence Stubbings,Lawrence Stubbings,cast,2,0,22,0.108503,0.115857,0
22-Jul,22-Jul,movie,8,0,20,0.139064,0.150524,0.000022
15-Aug,15-Aug,movie,9,0,23,0.103676,0.110877,0.00034
​Goli Soda 2,​Goli Soda 2,movie,9,0,23,0.095981,0.101025,0.000156
Vijay Milton,Vijay Milton,director,9,0,23,0.095981,0.101025,0.000156
Bharath Seeni,Bharath Seeni,cast,2,0,24,0.087576,0.091263,0
Vinoth,Vinoth,cast,2,0,24,0.087576,0.091263,0
Esakki Barath,Esakki Barath,cast,2,0,24,0.087576,0.091263,0
Krisha Kurup,Krisha Kurup,cast,2,0,24,0.087576,0.091263,0
Subiksha,Subiksha,cast,2,0,24,0.087576,0.091263,0
​Maj Rati ​​Keteki,​Maj Rati ​​Keteki,movie,9,0,21,0.122964,0.133033,0.000178
Santwana Bardoloi,Santwana Bardoloi,director,9,0,21,0.122964,0.133033,0.000178
Shakil Imtiaz,Shakil Imtiaz,cast,2,0,22,0.1095,0.1163,0
Mahendra Rabha,Mahendra Rabha,cast,2,0,22,0.1095,0.1163,0
Sulakshana Baruah,Sulakshana Baruah,cast,2,0,22,0.1095,0.1163,0
Rahul Gautam Sarma,Rahul Gautam Sarma,cast,2,0,22,0.1095,0.1163,0
Kulada Bhattacharjya,Kulada Bhattacharjya,cast,2,0,22,0.1095,0.1163,0
Indu Mohan Das,Indu Mohan Das,cast,2,0,22,0.1095,0.1163,0
Moumita Talukdar,Moumita Talukdar,cast,2,0,22,0.1095,0.1163,0
​Mayurakshi,​Mayurakshi,movie,7,0,23,0.111453,0.121029,0.000035
Atanu Ghosh,Atanu Ghosh,director,21,0,23,0.112593,0.123493,0.000402
Prasenjit Chatterjee,Prasenjit Chatterjee,cast,6,0,22,0.124892,0.138611,0.000338
Indrani Haldar,Indrani Haldar,cast,2,0,24,0.101199,0.108572,0
Sudipta Chakraborty,Sudipta Chakraborty,cast,2,0,24,0.101199,0.108572,0
Suman Banerjee,Suman Banerjee,cast,2,0,24,0.101199,0.108572,0
"#Roxy","#Roxy",movie,9,0,19,0.141968,0.153812,0.000306
Michael Kennedy,Michael Kennedy,director,9,0,19,0.141968,0.153812,0.000306
Jake Short,Jake Short,cast,4,0,20,0.152799,0.167049,0.00015
Pippa Mackie,Pippa Mackie,cast,2,0,20,0.124319,0.132013,0
Jake Smith,Jake Smith,cast,2,0,20,0.124319,0.132013,0
Patricia Zentilli,Patricia Zentilli,cast,2,0,20,0.124319,0.132013,0
Carter Thicke,Carter Thicke,cast,2,0,20,0.124319,0.132013,0
Ég man þig,Ég man þig,movie,11,0,1,1,1,0
Óskar Thór Axelsson,Óskar Thór Axelsson,director,11,0,1,1,1,0
Jóhannes Haukur Jóhannesson,Jóhannes Haukur Jóhannesson,cast,2,0,2,0.55,0.590909,0
Ágústa Eva Erlendsdóttir,Ágústa Eva Erlendsdóttir,cast,2,0,2,0.55,0.590909,0
Elma Stefania Agustsdottir,Elma Stefania Agustsdottir,cast,2,0,2,0.55,0.590909,0
Thor Kristjansson,Thor Kristjansson,cast,2,0,2,0.55,0.590909,0
Anna Gunndís Guðmundsdóttir,Anna Gunndís Guðmundsdóttir,cast,2,0,2,0.55,0.590909,0
Sara Dögg Ásgeirsdóttir,Sara Dögg Ásgeirsdóttir,cast,2,0,2,0.55,0.590909,0
Þröstur Leó Gunnarsson,Þröstur Leó Gunnarsson,cast,2,0,2,0.55,0.590909,0
Jóhann Sigurðarson,Jóhann Sigurðarson,cast,2,0,2,0.55,0.590909,0
Sveinn Geirsson,Sveinn Geirsson,cast,2,0,2,0.55,0.590909,0
Arnar Páll Harðarson,Arnar Páll Harðarson,cast,2,0,2,0.55,0.590909,0
Çok Filim Hareketler Bunlar,Çok Filim Hareketler Bunlar,movie,16,0,21,0.120448,0.128414,0.000351
Ayça Erturan,Ayça Erturan,cast,2,0,22,0.107579,0.113327,0
Aydan Taş,Aydan Taş,cast,2,0,22,0.107579,0.113327,0
Ayşegül Akdemir,Ayşegül Akdemir,cast,2,0,22,0.107579,0.113327,0
Burcu Gönder,Burcu Gönder,cast,5,0,22,0.111728,0.118638,0.000204
Emre Canpolat,Emre Canpolat,cast,2,0,22,0.107579,0.113327,0
Eser Yenenler,Eser Yenenler,cast,2,0,22,0.107579,0.113327,0
Gizem Tuğral,Gizem Tuğral,cast,2,0,22,0.107579,0.113327,0
Gülsüm Alkan,Gülsüm Alkan,cast,2,0,22,0.107579,0.113327,0
Hamdi Kahraman,Hamdi Kahraman,cast,2,0,22,0.107579,0.113327,0
Metin Keçeci,Metin Keçeci,cast,2,0,22,0.107579,0.113327,0
Æon Flux,Æon Flux,movie,12,0,17,0.150642,0.163652,0.000445
Karyn Kusama,Karyn Kusama,director,36,0,17,0.156174,0.173057,0.002561
Jonny Lee Miller,Jonny Lee Miller,cast,6,0,18,0.148156,0.160669,0.000293
Sophie Okonedo,Sophie Okonedo,cast,2,0,18,0.13508,0.145367,0
Amelia Warner,Amelia Warner,cast,2,0,18,0.13508,0.145367,0
Caroline Chikezie,Caroline Chikezie,cast,2,0,18,0.13508,0.145367,0
Nikolai Kinski,Nikolai Kinski,cast,4,0,18,0.138825,0.149849,0.001089
Paterson Joseph,Paterson Joseph,cast,2,0,18,0.13508,0.145367,0
Yangzom Brauen,Yangzom Brauen,cast,2,0,18,0.13508,0.145367,0
1 Chance 2 Dance,1 Chance 2 Dance,movie,10,0,23,0.100453,0.10455,0.000203
Adam Deyoe,Adam Deyoe,director,10,0,23,0.100453,0.10455,0.000203
Lexi Giovagnoli,Lexi Giovagnoli,cast,4,0,22,0.111664,0.117164,0.000508
Justin Ray,Justin Ray,cast,2,0,24,0.091284,0.094277,0
Rae Latt,Rae Latt,cast,2,0,24,0.091284,0.094277,0
Poonam Basu,Poonam Basu,cast,2,0,24,0.091284,0.094277,0
Teresa Biter,Teresa Biter,cast,2,0,24,0.091284,0.094277,0
Kalilah Harris,Kalilah Harris,cast,2,0,24,0.091284,0.094277,0
Alexia Dox,Alexia Dox,cast,2,0,24,0.091284,0.094277,0
Adam Powell,Adam Powell,cast,2,0,24,0.091284,0.094277,0
Sean McBride,Sean McBride,cast,2,0,24,0.091284,0.094277,0
1 Mile to You,1 Mile to You,movie,9,0,19,0.146027,0.159376,0.00013
Leif Tilden,Leif Tilden,cast,13,0,19,0.147188,0.161044,0.000441
Billy Crudup,Billy Crudup,cast,10,0,18,0.147475,0.161068,0.00019
Graham Rogers,Graham Rogers,cast,2,0,20,0.128305,0.137098,0
Thomas Cocquerel,Thomas Cocquerel,cast,9,0,20,0.141998,0.154341,0.000398
Peter Coyote,Peter Coyote,cast,8,0,20,0.142886,0.156536,0.000162
"10,000 B.C.","10,000 B.C.",movie,10,0,19,0.148215,0.160673,0.000659
Steven Strait,Steven Strait,cast,2,0,19,0.141645,0.152347,0
Camilla Belle,Camilla Belle,cast,2,0,19,0.141645,0.152347,0
Joel Virgel,Joel Virgel,cast,2,0,19,0.141645,0.152347,0
Mo Zinal,Mo Zinal,cast,2,0,19,0.141645,0.152347,0
Nathanael Baring,Nathanael Baring,cast,2,0,19,0.141645,0.152347,0
Mona Hammond,Mona Hammond,cast,2,0,19,0.141645,0.152347,0
12 ROUND GUN,12 ROUND GUN,movie,9,0,21,0.126741,0.134993,0.000135
Sam Upton,Sam Upton,cast,11,0,21,0.126741,0.134993,0.000135
Jared Abrahamson,Jared Abrahamson,cast,6,0,20,0.133762,0.143758,0.000129
Laila Ali,Laila Ali,cast,2,0,22,0.112485,0.118093,0
Kate Vernon,Kate Vernon,cast,2,0,22,0.112485,0.118093,0
Cassi Thomson,Cassi Thomson,cast,4,0,20,0.126367,0.135252,0.000056
Colby French,Colby French,cast,2,0,22,0.112485,0.118093,0
Miguel Perez,Miguel Perez,cast,2,0,22,0.112485,0.118093,0
Jay Acovone,Jay Acovone,cast,2,0,22,0.112485,0.118093,0
13 Cameras,13 Cameras,movie,7,0,19,0.129457,0.139567,0.000097
Victor Zarcoff,Victor Zarcoff,director,7,0,19,0.129457,0.139567,0.000097
PJ McCabe,PJ McCabe,cast,2,0,20,0.11462,0.12142,0
Brianne Moncrief,Brianne Moncrief,cast,5,0,20,0.115875,0.123046,0.000011
Sarah Baldwin,Sarah Baldwin,cast,2,0,20,0.11462,0.12142,0
13 Sins,13 Sins,movie,7,0,19,0.138414,0.150566,0.000082
Daniel Stamm,Daniel Stamm,director,18,0,19,0.139545,0.152735,0.000481
Rutina Wesley,Rutina Wesley,cast,2,0,20,0.122458,0.130962,0
Tom Bower,Tom Bower,cast,2,0,20,0.122458,0.130962,0
14 Blades,14 Blades,movie,13,0,21,0.116162,0.123893,0.000159
Daniel Lee,Daniel Lee,director,13,0,21,0.116162,0.123893,0.000159
Zhao Wei,Zhao Wei,cast,4,0,22,0.11888,0.126643,0.000021
Wu Chun,Wu Chun,cast,2,0,22,0.104074,0.109368,0
Law Kar-Ying,Law Kar-Ying,cast,2,0,22,0.104074,0.109368,0
Yuwu Qi,Yuwu Qi,cast,2,0,22,0.104074,0.109368,0
Wu Ma,Wu Ma,cast,2,0,22,0.104074,0.109368,0
Damian Lau,Damian Lau,cast,4,0,22,0.11888,0.126643,0.000021
Xiang Dong Xu,Xiang Dong Xu,cast,2,0,22,0.104074,0.109368,0
14 Cameras,14 Cameras,movie,10,0,21,0.121986,0.129674,0.000093
Scott Hussion,Scott Hussion,director,9,0,21,0.121985,0.129658,0.000093
Seth Fuller,Seth Fuller,director,9,0,21,0.121985,0.129658,0.000093
Brytnee Ratledge,Brytnee Ratledge,cast,3,0,22,0.108724,0.114038,0
Hank Rogerson,Hank Rogerson,cast,3,0,22,0.108724,0.114038,0
Chelsea Edmundson,Chelsea Edmundson,cast,3,0,22,0.108724,0.114038,0
John-Paul Howard,John-Paul Howard,cast,3,0,22,0.108724,0.114038,0
Lora Martinez-Cunningham,Lora Martinez-Cunningham,cast,3,0,22,0.108724,0.114038,0
16 Blocks,16 Blocks,movie,11,0,20,0.141681,0.154072,0.000203
Richard Donner,Richard Donner,director,11,0,20,0.141681,0.154072,0.000203
David Morse,David Morse,cast,4,0,20,0.13273,0.142627,0.000016
Jenna Stern,Jenna Stern,cast,2,0,21,0.1241,0.13213,0
Cylk Cozart,Cylk Cozart,cast,2,0,21,0.1241,0.13213,0
Casey Sander,Casey Sander,cast,2,0,21,0.1241,0.13213,0
Robert Racki,Robert Racki,cast,2,0,21,0.1241,0.13213,0
Patrick Garrow,Patrick Garrow,cast,2,0,21,0.1241,0.13213,0
Sasha Roiz,Sasha Roiz,cast,2,0,21,0.1241,0.13213,0
17 Again,17 Again,movie,11,0,19,0.146508,0.160176,0.000128
Burr Steers,Burr Steers,director,11,0,19,0.146508,0.160176,0.000128
Sterling Knight,Sterling Knight,cast,2,0,20,0.127787,0.136534,0
Hunter Parrish,Hunter Parrish,cast,2,0,20,0.127787,0.136534,0
Nicole Sullivan,Nicole Sullivan,cast,2,0,20,0.127787,0.136534,0
Allison Miller,Allison Miller,cast,2,0,20,0.127787,0.136534,0
1BR,1BR,movie,9,0,21,0.112965,0.119743,0.000178
David Marmor,David Marmor,director,9,0,21,0.112965,0.119743,0.000178
Nicole Brydon Bloom,Nicole Brydon Bloom,cast,2,0,22,0.1015,0.106303,0
Giles Matthey,Giles Matthey,cast,2,0,22,0.1015,0.106303,0
Taylor Nichols,Taylor Nichols,cast,4,0,20,0.127343,0.1371,0.000457
Alan Blumenfeld,Alan Blumenfeld,cast,2,0,22,0.1015,0.106303,0
Celeste Sully,Celeste Sully,cast,2,0,22,0.1015,0.106303,0
Susan Davis,Susan Davis,cast,2,0,22,0.1015,0.106303,0
Clayton Hoff,Clayton Hoff,cast,2,0,22,0.1015,0.106303,0
Earnestine Phillips,Earnestine Phillips,cast,2,0,22,0.1015,0.106303,0
1st Summoning,1st Summoning,movie,6,0,1,1,1,0
Raymond Wood,Raymond Wood,director,6,0,1,1,1,0
Hayley Lovitt,Hayley Lovitt,cast,2,0,2,0.6,0.666667,0
Teddy Cole,Teddy Cole,cast,2,0,2,0.6,0.666667,0
Brook Todd,Brook Todd,cast,2,0,2,0.6,0.666667,0
Ace Harney,Ace Harney,cast,2,0,2,0.6,0.666667,0
Jason Macdonald,Jason Macdonald,cast,2,0,2,0.6,0.666667,0
20 Feet From Stardom,20 Feet From Stardom,movie,15,0,19,0.1324,0.142585,0.000091
Merry Clayton,Merry Clayton,cast,2,0,20,0.12491,0.133097,0
Lisa Fischer,Lisa Fischer,cast,2,0,20,0.12491,0.133097,0
Táta Vega,Táta Vega,cast,2,0,20,0.12491,0.133097,0
Claudia Lennear,Claudia Lennear,cast,2,0,20,0.12491,0.133097,0
Judith Hill,Judith Hill,cast,2,0,20,0.12491,0.133097,0
Mick Jagger,Mick Jagger,cast,4,0,20,0.126472,0.135179,0.000018
Stevie Wonder,Stevie Wonder,cast,2,0,20,0.12491,0.133097,0
Sting,Sting,cast,2,0,20,0.12491,0.133097,0
Bette Midler,Bette Midler,cast,8,0,18,0.142275,0.15566,0.000274
Cissy Houston,Cissy Houston,cast,4,0,20,0.125923,0.13465,0.000045
Sheryl Crow,Sheryl Crow,cast,2,0,20,0.12491,0.133097,0
Tata Vega,Tata Vega,cast,2,0,20,0.12491,0.133097,0
2036 Origin Unknown,2036 Origin Unknown,movie,7,0,21,0.12434,0.131592,0.000107
Hasraf Dulull,Hasraf Dulull,director,7,0,21,0.12434,0.131592,0.000107
Ray Fearon,Ray Fearon,cast,2,0,22,0.11059,0.115602,0
Julie Cox,Julie Cox,cast,2,0,22,0.11059,0.115602,0
Steven Cree,Steven Cree,cast,4,0,20,0.139179,0.149682,0.000249
David Tse,David Tse,cast,2,0,22,0.11059,0.115602,0
Joe David Walters,Joe David Walters,cast,2,0,22,0.11059,0.115602,0
20th Century Women,20th Century Women,movie,6,0,19,0.142417,0.156121,0.000037
Mike Mills,Mike Mills,director,6,0,19,0.142417,0.156121,0.000037
21 & Over,21 & Over,movie,13,0,19,0.143995,0.157747,0.00007
Scott Moore,Scott Moore,director,22,0,19,0.152516,0.170076,0.000792
Jonathan Keltz,Jonathan Keltz,cast,3,0,20,0.132919,0.144209,0
Russell Hodgkinson,Russell Hodgkinson,cast,3,0,20,0.132919,0.144209,0
Russell Mercado,Russell Mercado,cast,3,0,20,0.132919,0.144209,0
Josie Loren,Josie Loren,cast,3,0,20,0.132919,0.144209,0
Dustin Ybarra,Dustin Ybarra,cast,3,0,20,0.132919,0.144209,0
2307: Winter's Dream,2307: Winter's Dream,movie,12,0,21,0.118476,0.12527,0.000231
Joey Curtis,Joey Curtis,director,12,0,21,0.118476,0.12527,0.000231
Paul Sidhu,Paul Sidhu,cast,2,0,22,0.105927,0.110652,0
Arielle Holmes,Arielle Holmes,cast,4,0,20,0.126401,0.134489,0.000201
Branden Coles,Branden Coles,cast,2,0,22,0.105927,0.110652,0
Kelcey Watson,Kelcey Watson,cast,2,0,22,0.105927,0.110652,0
Brad Potts,Brad Potts,cast,2,0,22,0.105927,0.110652,0
Timothy Lee DePriest,Timothy Lee DePriest,cast,2,0,22,0.105927,0.110652,0
Fernando Argosino,Fernando Argosino,cast,2,0,22,0.105927,0.110652,0
Duchess Dukes,Duchess Dukes,cast,2,0,22,0.105927,0.110652,0
Harwood Gordon,Harwood Gordon,cast,2,0,22,0.105927,0.110652,0
Stormi Henley,Stormi Henley,cast,2,0,22,0.105927,0.110652,0
24 Hours to Live,24 Hours to Live,movie,8,0,19,0.147268,0.160665,0.000215
Brian Smrz,Brian Smrz,director,8,0,19,0.147268,0.160665,0.000215
Xu Qing,Xu Qing,cast,2,0,20,0.128365,0.13695,0
Paul Anderson,Paul Anderson,cast,4,0,20,0.137151,0.147559,0.000016
Tyrone Keogh,Tyrone Keogh,cast,2,0,20,0.128365,0.13695,0
"27, el club de los malditos","27, el club de los malditos",movie,9,0,24,0.091502,0.095548,0.000155
Nicanor Loreti,Nicanor Loreti,director,9,0,24,0.091502,0.095548,0.000155
Diego Capusotto,Diego Capusotto,cast,2,0,25,0.083832,0.086818,0
Sofía Gala,Sofía Gala,cast,4,0,24,0.091402,0.095493,0.000023
Willy Toledo,Willy Toledo,cast,2,0,25,0.083832,0.086818,0
El Polaco,El Polaco,cast,2,0,25,0.083832,0.086818,0
Paula Manzone,Paula Manzone,cast,2,0,25,0.083832,0.086818,0
Yayo Guridi,Yayo Guridi,cast,2,0,25,0.083832,0.086818,0
Guillermo Toledo,Guillermo Toledo,cast,2,0,25,0.083832,0.086818,0
27: Gone Too Soon,27: Gone Too Soon,movie,6,0,23,0.097468,0.101483,0.000864
Simon Napier-Bell,Simon Napier-Bell,director,6,0,23,0.097468,0.101483,0.000864
Janis Joplin,Janis Joplin,cast,2,0,24,0.088812,0.09179,0
Jimi Hendrix,Jimi Hendrix,cast,7,0,24,0.088824,0.091924,0.001169
Amy Winehouse,Amy Winehouse,cast,4,0,24,0.088816,0.091872,0.000356
Jim Morrison,Jim Morrison,cast,2,0,24,0.088812,0.09179,0
Kurt Cobain,Kurt Cobain,cast,4,0,22,0.107968,0.113268,0.001828
28 Days,28 Days,movie,12,0,19,0.151256,0.166494,0.000134
Betty Thomas,Betty Thomas,director,12,0,19,0.151256,0.166494,0.000134
