Id,Label,0,Degree,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
Harold Perrineau,Harold Perrineau,cast,12,0,20,0.153526,0.169283,0.000608
Marisol Nichols,Marisol Nichols,cast,2,0,20,0.141904,0.153987,0
Nate Parker,Nate Parker,cast,2,0,20,0.141904,0.153987,0
Johnny Lewis,Johnny Lewis,cast,4,0,20,0.144669,0.15726,0.000019
Jake Walker,Jake Walker,cast,2,0,20,0.141904,0.153987,0
Joey Villasenor,Joey Villasenor,cast,2,0,20,0.141904,0.153987,0
Antonio Leyba,Antonio Leyba,cast,2,0,20,0.141904,0.153987,0
Mike Seal,Mike Seal,cast,4,0,20,0.143308,0.155862,0.000027
Richard Caruso,Richard Caruso,cast,2,0,20,0.141904,0.153987,0
Kevin Wiggins,Kevin Wiggins,cast,2,0,20,0.141904,0.153987,0
Larnell Stovall,Larnell Stovall,cast,2,0,20,0.141904,0.153987,0
Mara Holguin,Mara Holguin,cast,2,0,20,0.141904,0.153987,0
Elton Walker,Elton Walker,cast,2,0,20,0.141904,0.153987,0
Brittany Perrineau,Brittany Perrineau,cast,2,0,20,0.141904,0.153987,0
Esodie Geiger,Esodie Geiger,cast,2,0,20,0.141904,0.153987,0
Jermaine Washington,Jermaine Washington,cast,4,0,20,0.142141,0.154484,0.000231
Greg Serano,Greg Serano,cast,2,0,20,0.141904,0.153987,0
Brian Keith Gamble,Brian Keith Gamble,cast,2,0,20,0.141904,0.153987,0
Carrie Fleming,Carrie Fleming,cast,2,0,20,0.141904,0.153987,0
Adam Taylor,Adam Taylor,cast,2,0,20,0.141904,0.153987,0
Chris Browning,Chris Browning,cast,4,0,20,0.142006,0.15424,0.000219
John Koyama,John Koyama,cast,2,0,20,0.141904,0.153987,0
Shawn Prince,Shawn Prince,cast,2,0,20,0.141904,0.153987,0
Christopher Dempsey,Christopher Dempsey,cast,2,0,20,0.141904,0.153987,0
Cynthia Ruffin,Cynthia Ruffin,cast,2,0,20,0.141904,0.153987,0
Flipped,Flipped,movie,11,0,19,0.151375,0.165807,0.000045
Rob Reiner,Rob Reiner,cast,50,0,19,0.16495,0.185968,0.003587
Madeline Carroll,Madeline Carroll,cast,4,0,20,0.14748,0.162082,0.000044
Callan McAuliffe,Callan McAuliffe,cast,4,0,19,0.150882,0.1645,0.000045
Rebecca De Mornay,Rebecca De Mornay,cast,4,0,20,0.143999,0.15727,0.00003
Penelope Ann Miller,Penelope Ann Miller,cast,6,0,20,0.151533,0.167474,0.000284
Aidan Quinn,Aidan Quinn,cast,10,0,20,0.148676,0.163304,0.000283
Kevin Weisman,Kevin Weisman,cast,2,0,20,0.141595,0.153994,0
Morgan Lily,Morgan Lily,cast,4,0,19,0.148209,0.161586,0.000266
Ryan Ketzner,Ryan Ketzner,cast,2,0,20,0.141595,0.153994,0
Fools Rush In,Fools Rush In,movie,12,0,19,0.150759,0.166081,0.000102
Andy Tennant,Andy Tennant,director,54,0,19,0.164317,0.185185,0.004613
Matthew Perry,Matthew Perry,cast,6,0,20,0.144954,0.158364,0.000063
Jon Tenney,Jon Tenney,cast,6,0,20,0.147684,0.16232,0.000148
Carlos Gómez,Carlos Gómez,cast,2,0,20,0.141129,0.153441,0
Tomas Milian,Tomas Milian,cast,2,0,20,0.141129,0.153441,0
Siobhan Fallon Hogan,Siobhan Fallon Hogan,cast,9,0,18,0.153954,0.170578,0.000097
John Bennett Perry,John Bennett Perry,cast,2,0,20,0.141129,0.153441,0
Stanley DeSantis,Stanley DeSantis,cast,6,0,20,0.14615,0.159543,0.000123
Suzanne Snyder,Suzanne Snyder,cast,4,0,20,0.142213,0.154751,0.000445
Anne Betancourt,Anne Betancourt,cast,2,0,20,0.141129,0.153441,0
Jill Clayburgh,Jill Clayburgh,cast,4,0,20,0.141134,0.153499,0.000203
Gold Statue,Gold Statue,movie,11,0,21,0.118417,0.127211,0.000134
Tade Ogidan,Tade Ogidan,director,11,0,21,0.118417,0.127211,0.000134
Gabriel Afolayan,Gabriel Afolayan,cast,8,0,22,0.108685,0.116817,0.000027
Kelvin Ikeduba,Kelvin Ikeduba,cast,2,0,22,0.10588,0.111727,0
Alibaba Akporobome,Alibaba Akporobome,cast,6,0,22,0.106041,0.112601,0.000006
Rycardo Agbor,Rycardo Agbor,cast,2,0,22,0.10588,0.111727,0
Hostel: Part III,Hostel: Part III,movie,11,0,20,0.133707,0.144308,0.000058
Scott Spiegel,Scott Spiegel,cast,13,0,19,0.143849,0.157495,0.00036
Kip Pardue,Kip Pardue,cast,2,0,20,0.12576,0.134522,0
Brian Hallisay,Brian Hallisay,cast,2,0,20,0.12576,0.134522,0
John Hensley,John Hensley,cast,2,0,20,0.12576,0.134522,0
Sarah Habel,Sarah Habel,cast,2,0,20,0.12576,0.134522,0
Chris Coy,Chris Coy,cast,4,0,20,0.131493,0.141522,0.000015
Skyler Stone,Skyler Stone,cast,2,0,20,0.12576,0.134522,0
Thomas Kretschmann,Thomas Kretschmann,cast,8,0,20,0.147405,0.162148,0.000441
Zulay Henao,Zulay Henao,cast,4,0,20,0.139224,0.150623,0.000037
Nickola Shreli,Nickola Shreli,cast,2,0,20,0.12576,0.134522,0
Derrick Carr,Derrick Carr,cast,2,0,20,0.12576,0.134522,0
I Am Sam,I Am Sam,movie,12,0,19,0.15452,0.170384,0.000259
Jessie Nelson,Jessie Nelson,director,12,0,19,0.15452,0.170384,0.000259
Michelle Pfeiffer,Michelle Pfeiffer,cast,10,0,18,0.154609,0.172134,0.00022
Dianne Wiest,Dianne Wiest,cast,6,0,20,0.139153,0.1506,0.000052
Richard Schiff,Richard Schiff,cast,2,0,20,0.133841,0.143701,0
Laura Dern,Laura Dern,cast,12,0,20,0.157247,0.175736,0.000579
Brad Silverman,Brad Silverman,cast,2,0,20,0.133841,0.143701,0
Joseph Rosenberg,Joseph Rosenberg,cast,2,0,20,0.133841,0.143701,0
Doug Hutchison,Doug Hutchison,cast,2,0,20,0.133841,0.143701,0
Love Jones,Love Jones,movie,9,0,20,0.138736,0.148848,0.000137
Theodore Witcher,Theodore Witcher,director,9,0,20,0.138736,0.148848,0.000137
Isaiah Washington,Isaiah Washington,cast,6,0,20,0.140957,0.152532,0.000775
Lisa Nicole Carson,Lisa Nicole Carson,cast,2,0,21,0.121834,0.128504,0
Bill Bellamy,Bill Bellamy,cast,6,0,20,0.133997,0.143811,0.000065
Leonard Roberts,Leonard Roberts,cast,2,0,21,0.121834,0.128504,0
Bernadette L. Clarke,Bernadette L. Clarke,cast,2,0,21,0.121834,0.128504,0
Khalil Kain,Khalil Kain,cast,4,0,20,0.138235,0.148793,0.000044
Million Dollar Baby,Million Dollar Baby,movie,10,0,18,0.156575,0.17354,0.000162
Mike Colter,Mike Colter,cast,4,0,19,0.146219,0.160069,0.000029
Lucia Rijker,Lucia Rijker,cast,2,0,19,0.144867,0.158384,0
Brían F. O'Byrne,Brían F. O'Byrne,cast,8,0,19,0.151745,0.167716,0.00014
Riki Lindhome,Riki Lindhome,cast,9,0,19,0.147807,0.16188,0.000227
Mosquita y Mari,Mosquita y Mari,movie,11,0,1,1,1,0
Aurora Guerrero,Aurora Guerrero,director,11,0,1,1,1,0
Fenessa Pineda,Fenessa Pineda,cast,2,0,2,0.55,0.590909,0
Venecia Troncoso,Venecia Troncoso,cast,2,0,2,0.55,0.590909,0
Joaquín Garrido,Joaquín Garrido,cast,2,0,2,0.55,0.590909,0
Laura Patalano,Laura Patalano,cast,2,0,2,0.55,0.590909,0
Dulce Maria Solis,Dulce Maria Solis,cast,2,0,2,0.55,0.590909,0
Marisela Uscanga,Marisela Uscanga,cast,2,0,2,0.55,0.590909,0
Melissa Uscanga,Melissa Uscanga,cast,2,0,2,0.55,0.590909,0
Omar Leyva,Omar Leyva,cast,2,0,2,0.55,0.590909,0
Tonita Castro,Tonita Castro,cast,2,0,2,0.55,0.590909,0
Paul Alayo,Paul Alayo,cast,2,0,2,0.55,0.590909,0
Never Back Down 2: The Beatdown,Never Back Down 2: The Beatdown,movie,10,0,21,0.133583,0.144546,0.000014
Michael Jai White,Michael Jai White,cast,33,0,20,0.152097,0.16887,0.004199
Dean Geyer,Dean Geyer,cast,2,0,21,0.132019,0.142321,0
Alex Meraz,Alex Meraz,cast,2,0,21,0.132019,0.142321,0
Todd Duffee,Todd Duffee,cast,2,0,21,0.132019,0.142321,0
Scottie Epstein,Scottie Epstein,cast,2,0,21,0.132019,0.142321,0
Jillian Murray,Jillian Murray,cast,2,0,21,0.132019,0.142321,0
Evan Peters,Evan Peters,cast,8,0,20,0.146016,0.159077,0.000308
Stacey Asaro,Stacey Asaro,cast,2,0,21,0.132019,0.142321,0
Gralen Bryant Banks,Gralen Bryant Banks,cast,4,0,21,0.13271,0.143288,0.000129
Rus Blackwell,Rus Blackwell,cast,2,0,21,0.132019,0.142321,0
Ninja Assassin,Ninja Assassin,movie,11,0,20,0.14745,0.160161,0.000193
James McTeigue,James McTeigue,director,22,0,19,0.154969,0.170302,0.001136
Rain,Rain,cast,4,0,20,0.138469,0.14876,0.000025
Naomie Harris,Naomie Harris,cast,10,0,19,0.151186,0.16512,0.000578
Rick Yune,Rick Yune,cast,8,0,20,0.154165,0.170518,0.000443
Shô Kosugi,Shô Kosugi,cast,2,0,20,0.134177,0.14366,0
Sung Kang,Sung Kang,cast,8,0,20,0.155596,0.170792,0.000996
Richard van Weyden,Richard van Weyden,cast,4,0,20,0.136032,0.146132,0.000438
Thorston Manderlay,Thorston Manderlay,cast,2,0,20,0.134177,0.14366,0
Wladimir Tarasjanz,Wladimir Tarasjanz,cast,2,0,20,0.134177,0.14366,0
Eleonore Weisgerber,Eleonore Weisgerber,cast,2,0,20,0.134177,0.14366,0
Population 436,Population 436,movie,12,0,21,0.122835,0.130607,0.000239
Michelle MacLaren,Michelle MacLaren,director,12,0,21,0.122835,0.130607,0.000239
Jeremy Sisto,Jeremy Sisto,cast,4,0,20,0.131642,0.141266,0.000283
Fred Durst,Fred Durst,director,13,0,21,0.131973,0.141955,0.000442
Charlotte Sullivan,Charlotte Sullivan,cast,2,0,22,0.109398,0.114733,0
David Ames,David Ames,cast,2,0,22,0.109398,0.114733,0
Cory Cassidy,Cory Cassidy,cast,2,0,22,0.109398,0.114733,0
James Blicq,James Blicq,cast,2,0,22,0.109398,0.114733,0
Martin Trudel,Martin Trudel,cast,2,0,22,0.109398,0.114733,0
Reva Timbers,Reva Timbers,cast,2,0,22,0.109398,0.114733,0
Rick Skene,Rick Skene,cast,2,0,22,0.109398,0.114733,0
Dana Horrox,Dana Horrox,cast,2,0,22,0.109398,0.114733,0
Seven Souls in the Skull Castle: Season Moon Jogen,Seven Souls in the Skull Castle: Season Moon Jogen,movie,8,0,24,0.091423,0.095797,0.000002
Hidenori Inoue,Hidenori Inoue,director,53,0,23,0.099942,0.106357,0.002372
Sota Fukushi,Sota Fukushi,cast,2,0,24,0.090862,0.095073,0
Taichi Saotome,Taichi Saotome,cast,7,0,24,0.092421,0.097002,0.000069
Shohei Miura,Shohei Miura,cast,2,0,24,0.090862,0.095073,0
Kenta Suga,Kenta Suga,cast,2,0,24,0.090862,0.095073,0
Soichi Hirama,Soichi Hirama,cast,2,0,24,0.090862,0.095073,0
Shoko Takada,Shoko Takada,cast,4,0,24,0.090862,0.095105,0
Ikkei Watanabe,Ikkei Watanabe,cast,2,0,24,0.090862,0.095073,0
Seven Souls in the Skull Castle: Season Moon Kagen,Seven Souls in the Skull Castle: Season Moon Kagen,movie,8,0,23,0.098537,0.103982,0.000097
Mamoru Miyano,Mamoru Miyano,cast,12,0,22,0.108438,0.115559,0.002435
Hiroki Suzuki,Hiroki Suzuki,cast,2,0,24,0.090862,0.095073,0
Tomoki Hirose,Tomoki Hirose,cast,4,0,24,0.091134,0.095739,0.000028
Ryo Kimura,Ryo Kimura,cast,2,0,24,0.090862,0.095073,0
Kodai Matsuoka,Kodai Matsuoka,cast,2,0,24,0.090862,0.095073,0
Aki Hano,Aki Hano,cast,2,0,24,0.090862,0.095073,0
Tetsuya Chiba,Tetsuya Chiba,cast,4,0,24,0.090862,0.095105,0
Sniper: Legacy,Sniper: Legacy,movie,11,0,18,0.154263,0.168094,0.000129
Doug Allen,Doug Allen,cast,4,0,18,0.145055,0.156482,0.000107
Mercedes Mason,Mercedes Mason,cast,2,0,18,0.144853,0.156098,0
Mark Lewis Jones,Mark Lewis Jones,cast,6,0,18,0.150217,0.163415,0.002828
Nestor Serrano,Nestor Serrano,cast,11,0,18,0.154707,0.16947,0.001639
Dennis Haysbert,Dennis Haysbert,cast,7,0,18,0.149984,0.163605,0.000429
Alex Roe,Alex Roe,cast,2,0,18,0.144853,0.156098,0
Yana Marinova,Yana Marinova,cast,2,0,18,0.144853,0.156098,0
Starsky & Hutch,Starsky & Hutch,movie,11,0,19,0.15612,0.171597,0.000109
Todd Phillips,Todd Phillips,director,30,0,19,0.166033,0.18603,0.001902
Owen Wilson,Owen Wilson,cast,4,0,20,0.14514,0.157761,0.000207
Juliette Lewis,Juliette Lewis,cast,9,0,18,0.158191,0.174807,0.000863
Fred Williamson,Fred Williamson,cast,2,0,20,0.142392,0.154265,0
Jason Bateman,Jason Bateman,cast,12,0,18,0.15486,0.171556,0.000472
Amy Smart,Amy Smart,cast,10,0,20,0.14962,0.164588,0.00033
George Cheung,George Cheung,cast,2,0,20,0.142392,0.154265,0
Streets of Fire,Streets of Fire,movie,11,0,19,0.154835,0.169864,0.000233
Michael Paré,Michael Paré,cast,10,0,20,0.148089,0.162309,0.000639
Diane Lane,Diane Lane,cast,6,0,20,0.148888,0.164328,0.000099
Rick Moranis,Rick Moranis,cast,4,0,20,0.146533,0.160239,0.000038
Amy Madigan,Amy Madigan,cast,2,0,20,0.140067,0.151589,0
Deborah Van Valkenburgh,Deborah Van Valkenburgh,cast,4,0,20,0.140111,0.15175,0.000369
Richard Lawson,Richard Lawson,cast,6,0,20,0.145924,0.158947,0.000162
Rick Rossovich,Rick Rossovich,cast,2,0,20,0.140067,0.151589,0
Bill Paxton,Bill Paxton,cast,10,0,18,0.15347,0.169705,0.000513
Lee Ving,Lee Ving,cast,2,0,20,0.140067,0.151589,0
Super Monsters: Once Upon a Rhyme,Super Monsters: Once Upon a Rhyme,movie,13,0,21,0.12788,0.137718,0.000051
Steve Ball,Steve Ball,director,31,0,21,0.131254,0.142775,0.000714
Elyse Maloway,Elyse Maloway,cast,8,0,22,0.116029,0.123521,0
Andrea Libman,Andrea Libman,cast,20,0,22,0.119127,0.127887,0.000048
Alessandro Juliani,Alessandro Juliani,cast,10,0,22,0.117242,0.125486,0.000009
Nicole Anthony,Nicole Anthony,cast,8,0,22,0.116029,0.123521,0
Erin Mathews,Erin Mathews,cast,12,0,22,0.116491,0.124411,0.000018
Diana Kaarina,Diana Kaarina,cast,15,0,20,0.127077,0.136712,0.000126
Gigi Saul Guerrero,Gigi Saul Guerrero,cast,8,0,22,0.116029,0.123521,0
Asia Mattu,Asia Mattu,cast,4,0,22,0.116027,0.123447,0
Rukiya Bernard,Rukiya Bernard,cast,4,0,22,0.116027,0.123447,0
Ian James Corlett,Ian James Corlett,cast,9,0,22,0.116484,0.124317,0.000005
Britt McKillip,Britt McKillip,cast,7,0,22,0.116029,0.123505,0
Swordfish,Swordfish,movie,11,0,19,0.158584,0.176773,0.000366
Dominic Sena,Dominic Sena,director,22,0,19,0.16042,0.180015,0.002566
Drea de Matteo,Drea de Matteo,cast,4,0,20,0.145759,0.158831,0.000043
Rudolf Martin,Rudolf Martin,cast,2,0,20,0.138245,0.150073,0
Zach Grenier,Zach Grenier,cast,8,0,20,0.148229,0.162161,0.00038
Camryn Grimes,Camryn Grimes,cast,2,0,20,0.138245,0.150073,0
The Four Seasons,The Four Seasons,movie,9,0,21,0.129872,0.140423,0.000015
Alan Alda,Alan Alda,cast,15,0,20,0.146293,0.161158,0.000429
Carol Burnett,Carol Burnett,cast,4,0,20,0.137035,0.149,0.000029
Len Cariou,Len Cariou,cast,4,0,20,0.137462,0.148674,0.000025
Sandy Dennis,Sandy Dennis,cast,2,0,21,0.127624,0.137063,0
Rita Moreno,Rita Moreno,cast,2,0,21,0.127624,0.137063,0
Jack Weston,Jack Weston,cast,4,0,20,0.12993,0.139842,0.000054
Elizabeth Alda,Elizabeth Alda,cast,2,0,21,0.127624,0.137063,0
Beatrice Alda,Beatrice Alda,cast,2,0,21,0.127624,0.137063,0
The Girl King,The Girl King,movie,12,0,21,0.129827,0.139254,0.003857
Mika Kaurismäki,Mika Kaurismäki,director,12,0,21,0.129827,0.139254,0.003857
Malin Buska,Malin Buska,cast,2,0,22,0.11491,0.121216,0
Michael Nyqvist,Michael Nyqvist,cast,6,0,20,0.130429,0.140758,0.001326
Lucas Bryant,Lucas Bryant,cast,2,0,22,0.11491,0.121216,0
Laura Birn,Laura Birn,cast,4,0,22,0.117195,0.123863,0.000097
Hippolyte Girardot,Hippolyte Girardot,cast,4,0,22,0.115031,0.121705,0.007288
Peter Lohmeyer,Peter Lohmeyer,cast,2,0,22,0.11491,0.121216,0
François Arnaud,François Arnaud,cast,2,0,22,0.11491,0.121216,0
Patrick Bachau,Patrick Bachau,cast,2,0,22,0.11491,0.121216,0
Ville Virtanen,Ville Virtanen,cast,4,0,22,0.117195,0.123863,0.000097
Martina Gedeck,Martina Gedeck,cast,4,0,20,0.134898,0.1445,0.001042
The Interpreter,The Interpreter,movie,12,0,18,0.151786,0.166455,0.000625
Sydney Pollack,Sydney Pollack,director,12,0,18,0.151786,0.166455,0.000625
Catherine Keener,Catherine Keener,cast,13,0,19,0.150145,0.165288,0.000409
Jesper Christensen,Jesper Christensen,cast,4,0,18,0.143249,0.155512,0.00007
Yvan Attal,Yvan Attal,cast,15,0,17,0.136298,0.146562,0.001296
Earl Cameron,Earl Cameron,cast,2,0,19,0.131784,0.140982,0
George Harris,George Harris,cast,4,0,18,0.143981,0.155542,0.000048
Michael Wright,Michael Wright,cast,4,0,18,0.150308,0.164541,0.00012
Clyde Kusatsu,Clyde Kusatsu,cast,2,0,19,0.131784,0.140982,0
Hugo Speer,Hugo Speer,cast,2,0,19,0.131784,0.140982,0
The Meddler,The Meddler,movie,11,0,19,0.144316,0.159214,0.000403
Lorene Scafaria,Lorene Scafaria,director,11,0,19,0.144316,0.159214,0.000403
Susan Sarandon,Susan Sarandon,cast,24,0,20,0.150357,0.166253,0.002266
Rose Byrne,Rose Byrne,cast,14,0,18,0.148296,0.163265,0.000516
Cecily Strong,Cecily Strong,cast,2,0,20,0.126116,0.135637,0
Jerrod Carmichael,Jerrod Carmichael,cast,2,0,20,0.126116,0.135637,0
Jason Ritter,Jason Ritter,cast,6,0,20,0.134568,0.14587,0.000083
Lucy Punch,Lucy Punch,cast,6,0,18,0.147232,0.162134,0.000143
Sarah Baker,Sarah Baker,cast,6,0,20,0.137796,0.149906,0.000071
The Mirror Has Two Faces,The Mirror Has Two Faces,movie,14,0,19,0.144003,0.157607,0.000266
Barbra Streisand,Barbra Streisand,cast,18,0,19,0.144004,0.157639,0.000368
Lauren Bacall,Lauren Bacall,cast,2,0,20,0.125878,0.134597,0
George Segal,George Segal,cast,2,0,20,0.125878,0.134597,0
Brenda Vaccaro,Brenda Vaccaro,cast,4,0,20,0.136485,0.146478,0.00003
Austin Pendleton,Austin Pendleton,cast,2,0,20,0.125878,0.134597,0
Elle Macpherson,Elle Macpherson,cast,2,0,20,0.125878,0.134597,0
Ali Marsh,Ali Marsh,cast,2,0,20,0.125878,0.134597,0
Leslie Stefanson,Leslie Stefanson,cast,2,0,20,0.125878,0.134597,0
